source_git_path	source_sha256	public_path	public_sha256	transformation
04_scripts_reconstructed/phase_v0_8_nutritional_metabolic_expansion.py	95de7a3e59da1763590053a5c7c3cad675f3c54a285aec2cb9f88f30c84ec501	scripts/phase_v0_8_nutritional_metabolic_expansion.py	7b63dd481cc391ca6d2ecec8741ab44d77cd42789185d85d76a16f56a13b2aaa	repository-relative project-root inference
04_scripts_reconstructed/phase_v0_8_2_module_coherence_and_integration.py	612bb76f3b5fa7f115fa9512bf58adf0a1d0c25f6a7fb810f414b8b4ebb20529	scripts/phase_v0_8_2_module_coherence_and_integration.py	3af7244e18ff03305e05a12b28f9c840ead2fc4f74253688aa10fcb9c2a89453	repository-relative project-root inference; public curated mapping dependency
04_scripts_reconstructed/phase_v0_8_3_final_recovery_axis_adjudication.py	8ec36ace5684af9bed5cea472c2213146ed2004267721409272733d7b71f124e	scripts/phase_v0_8_3_final_recovery_axis_adjudication.py	e8218e31388454a846600b3169fa0f801a92968b6d90a4d9ce22a2fa45fb5073	repository-relative project-root inference
04_scripts_reconstructed/phase_v0_8_4_3_final_visual_lock.py	f5eba92b4e7c4e1e8c553ffcb3fbc92045fd8f9fb32507c83eab9fec3b74a982	scripts/phase_v0_8_4_3_final_visual_lock.py	704de0b40644475b811d8277023a496b74b67aff4edc7a9eeaa5573de9c62c55	repository-relative project-root inference
