module_id	module_label	visit_week	baseline_bmi_group	n	mean_delta_from_week0	sd_delta_from_week0	one_sample_t_p_vs_zero	one_sample_t_q_BH_global
M03b_curated_nutrition_carrier_broad	Curated nutrition carrier broad	52	BMI_ge_18_5	17	0.9730055568298631	0.5312035487574567	1.1610549616360792e-06	3.376446113337411e-05
M03b_curated_nutrition_carrier_broad	Curated nutrition carrier broad	52	BMI_lt_18_5	13	1.054655553169921	0.6818533494885259	0.00012049336803780317	0.0007573868848090485
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	8	BMI_ge_18_5	17	-0.03534992518415038	0.4727771501092242	0.7618406743024153	0.807299247224976
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	8	BMI_lt_18_5	13	-0.010456542416076057	0.37120833677642767	0.9207796705639477	0.9421931512747371
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	17	BMI_ge_18_5	17	0.07277982152977225	0.4924116625095818	0.5508114323290814	0.6294987798046644
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	17	BMI_lt_18_5	13	0.11794872079299192	0.359596964790164	0.25985850745224703	0.3193576194076895
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	26	BMI_ge_18_5	17	0.08665204226667446	0.5523308029368716	0.5269001693069312	0.6100949328817098
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	26	BMI_lt_18_5	13	0.061965641133680784	0.4629400523168214	0.6380555812423925	0.6931961870287721
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	52	BMI_ge_18_5	17	0.17540631440924817	0.6470338185590456	0.2801788277796615	0.33318563303527315
M05_curated_complement_coagulation	Curated complement, coagulation and hemostasis	52	BMI_lt_18_5	13	0.07818638215933162	0.4847807730553902	0.571658524071686	0.6449480784398509
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	8	BMI_ge_18_5	17	0.26813708256923413	0.5278175416842541	0.05248051820433791	0.0769714266996956
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	8	BMI_lt_18_5	13	0.2833577531887537	0.44946274786295476	0.0422032608407081	0.0651559114733739
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	17	BMI_ge_18_5	17	0.4847438065892221	0.5555267479512769	0.0024106119752761637	0.006843027542719432
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	17	BMI_lt_18_5	13	0.4817862158435548	0.5346527487025898	0.006968903455012157	0.013937806910024313
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	26	BMI_ge_18_5	17	0.49109088225819825	0.5970867517560375	0.0037290396223039284	0.008733393174039634
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	26	BMI_lt_18_5	13	0.40511953687245505	0.39229097671616875	0.0029084449215532994	0.007998223534271574
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	52	BMI_ge_18_5	17	0.5295168254816166	0.5624737517147813	0.0013243437228560085	0.004018698193494095
M06_curated_ecm_vascular_repair	Curated ECM, vascular biology and tissue repair	52	BMI_lt_18_5	13	0.4406425234571525	0.5931140769347749	0.020086117250670856	0.03465839839331442
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	8	BMI_ge_18_5	17	0.17401640433944965	0.32851542036909187	0.04419239248881235	0.06705052653474977
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	8	BMI_lt_18_5	13	0.036731610582343026	0.234661583950952	0.5828927790612874	0.6487569989238087
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	17	BMI_ge_18_5	17	0.264118845839194	0.33176863086885927	0.004690197615491238	0.010318434754080725
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	17	BMI_lt_18_5	13	0.14694788713668752	0.3047078647139593	0.10763266625218748	0.14351022166958333
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	26	BMI_ge_18_5	17	0.1486441252278133	0.4282424802650981	0.17163214792982714	0.22211219143859984
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	26	BMI_lt_18_5	13	0.23456381637363302	0.42479532091039934	0.06975725717102771	0.09743870842937205
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	52	BMI_ge_18_5	17	0.1897877912961548	0.4023163247669948	0.06956289877557668	0.09743870842937205
M08_curated_lysosome_autophagy_proxy	Curated lysosome, autophagy and xenophagy proxy	52	BMI_lt_18_5	13	0.19429253328774887	0.34167982979260647	0.06284311717948445	0.09065892314417427
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	8	BMI_ge_18_5	17	-0.2074598530732178	0.2547126346304728	0.0039974686162128886	0.009019929185300877
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	8	BMI_lt_18_5	13	-0.053320357454324806	0.34704445570400777	0.5897790899307351	0.6487569989238087
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	17	BMI_ge_18_5	17	-0.22870955283844366	0.29740958150178753	0.005931908577264613	0.012428760828554427
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	17	BMI_lt_18_5	13	-0.1080886746675569	0.278750340421813	0.18739073416487914	0.23899108125375892
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	26	BMI_ge_18_5	17	-0.2289214494060614	0.23425979594959387	0.0009707012774201684	0.0034168684965189926
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	26	BMI_lt_18_5	13	-0.09686846475495721	0.2968226088447926	0.26213853319588515	0.3193576194076895
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	52	BMI_ge_18_5	17	-0.22692860448601077	0.176706977167281	7.256185557636002e-05	0.0005286616072928054
M09_curated_hla_proteasome_antigen	Curated HLA, proteasome and antigen presentation	52	BMI_lt_18_5	13	-0.19918769954808713	0.2938047246362257	0.030907163232108424	0.05230443008510656
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	8	BMI_ge_18_5	17	-0.3202084557560279	0.5602135258358897	0.03151525689441341	0.052327218994497736
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	8	BMI_lt_18_5	13	-0.4825642920850599	0.5352959511536495	0.006951649575051619	0.013937806910024313
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	17	BMI_ge_18_5	17	-0.37405736924250776	0.5506452048786256	0.012818705198977633	0.022817642597839197
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	17	BMI_lt_18_5	13	-0.563412419084069	0.6016736482977177	0.005506004735877435	0.01181776626237108
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	26	BMI_ge_18_5	17	-0.2976310278197829	0.6885005094708069	0.09367225530688794	0.12681782256932522
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	26	BMI_lt_18_5	13	-0.609931297070905	0.6997334546118867	0.008487296359843705	0.01623656694926622
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	52	BMI_ge_18_5	17	-0.32320695331847643	0.5930127249529271	0.039086891637562786	0.06142225828759867
M11_curated_metal_nutritional_immunity	Curated metal handling and nutritional immunity	52	BMI_lt_18_5	13	-0.5856874327890869	0.7209654380833099	0.012626822987090718	0.022817642597839197
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	8	BMI_ge_18_5	17	-0.006404471820342519	0.3256226801793632	0.93637229275775	0.9471351926745059
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	8	BMI_lt_18_5	13	0.004524696407333791	0.2747894438511109	0.9536353025743632	0.9536353025743632
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	17	BMI_ge_18_5	17	0.034852503462908385	0.3103589607513459	0.6495895757560828	0.6971205203236011
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	17	BMI_lt_18_5	13	0.1162678442017845	0.25272798918293843	0.12305712510485677	0.16162726879443876
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	26	BMI_ge_18_5	17	0.025173793743559575	0.36500284892392637	0.7797776819786699	0.807299247224976
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	26	BMI_lt_18_5	13	0.0980173760707983	0.30219543325211123	0.264921661554106	0.3193576194076895
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	52	BMI_ge_18_5	17	-0.06312647128296078	0.3719790882809381	0.4941574056071353	0.5798113559123721
M12_curated_vitaminD_AMP_humoral	Curated vitamin D, antimicrobial peptide and humoral proxy	52	BMI_lt_18_5	13	0.1585017005860442	0.4495446387775659	0.22772675941078405	0.2862850689735571
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	8	BMI_ge_18_5	17	0.3744697810733055	0.45390168344121357	0.0036480587940762883	0.008733393174039634
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	8	BMI_lt_18_5	13	0.25913943047096244	0.3205487039245983	0.01296456965786318	0.022817642597839197
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	17	BMI_ge_18_5	17	0.624513248887297	0.34856561632645044	1.5347482333351869e-06	3.376446113337411e-05
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	17	BMI_lt_18_5	13	0.42168019094189835	0.35343655511519023	0.0010287417179436808	0.0034818950453478427
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	26	BMI_ge_18_5	17	0.6390065020413707	0.485457019984295	5.58852030973648e-05	0.0004917897872568102
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	26	BMI_lt_18_5	13	0.5378282860832253	0.33135040822930834	7.809773744098261e-05	0.0005286616072928054
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	52	BMI_ge_18_5	17	0.7190290834505549	0.45295570732164275	6.74639835614592e-06	8.481186504869157e-05
M13_curated_endocrine_immunometabolic	Curated endocrine and systemic immunometabolic signalling	52	BMI_lt_18_5	13	0.6661784657448736	0.4715988172623445	0.00026478324326464935	0.001112283240306882
