module_id	module_label	visit_week	baseline_bmi_group	n	mean_module_score	sd_module_score	median_module_score
M09_antigen_processing_hla_proteasome	HLA/MHC, proteasome and antigen presentation	52	BMI_lt_18_5	13	-0.0288602791662817	0.2311063539466549	-0.0106117818164173
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	0	BMI_ge_18_5	17	0.1709487465111975	0.3791903089127467	0.1975706481247854
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	0	BMI_lt_18_5	13	0.2427365912996216	0.5962561952516925	0.3175076873261896
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	8	BMI_ge_18_5	17	-0.1023821228570659	0.5135339008739412	-0.0645097263815594
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	8	BMI_lt_18_5	13	0.0289305418609446	0.4502810830447263	-0.2021267662731973
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	17	BMI_ge_18_5	17	-0.1443203779401501	0.3236212496233801	-0.1313593112573755
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	17	BMI_lt_18_5	13	-0.082900886409886	0.6343785128994972	-0.1532100371163673
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	26	BMI_ge_18_5	17	-0.0854457597983446	0.2910282045702916	-0.1221295769543554
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	26	BMI_lt_18_5	13	-0.0171031785516339	0.6105450369967472	0.0058285331160976
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	52	BMI_ge_18_5	17	-0.1054616698865539	0.3082023585193397	-0.0827456586752182
M10_macrophage_immunometabolism_mitochondrial	Macrophage immunometabolism and mitochondrial rewiring	52	BMI_lt_18_5	13	0.0737340014656528	0.3254347143868933	0.0108343480293939
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	0	BMI_ge_18_5	17	0.0084071759991575	0.7433075712197017	-0.0202409591575775
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	0	BMI_lt_18_5	13	0.0480951060138155	0.6585816559838638	-0.0399121526282229
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	8	BMI_ge_18_5	17	-0.0397378225416368	0.5730359053114956	-0.1213355506044717
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	8	BMI_lt_18_5	13	0.0266739755810931	0.5840319057241337	-0.2131355738050972
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	17	BMI_ge_18_5	17	-0.0797456152256972	0.6748760948341678	-0.0796097250281369
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	17	BMI_lt_18_5	13	0.0666259451694164	0.5526403488225323	0.1409426199870284
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	26	BMI_ge_18_5	17	-0.0864339114225601	0.6444368210215706	-0.1638320692649857
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	26	BMI_lt_18_5	13	0.0277196698018497	0.6106379243119846	-0.1879658069187325
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	52	BMI_ge_18_5	17	-0.1941646229490696	0.7585072794395694	-0.0035052159101959
M12_vitaminD_AMP_mucosal_humoral	Vitamin D, antimicrobial peptide and mucosal/humoral immunity proxy	52	BMI_lt_18_5	13	0.0815512061557253	0.8507897961325884	0.2195865501269387
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	0	BMI_ge_18_5	17	-0.2612523440345281	0.5719987764996058	-0.3277435777537187
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	0	BMI_lt_18_5	13	-0.3612423114012288	0.4532949838541591	-0.3537619507668329
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	8	BMI_ge_18_5	17	0.0127063537408681	0.4114376118033948	0.092591576249221
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	8	BMI_lt_18_5	13	-0.2559532188400423	0.4274004894010048	-0.2524916756045945
M13_endocrine_systemic_immunometabolic	Endocrine and systemic immunometabolic signalling	17	BMI_ge_18_5	17	0.1669177227943005	0.4373857919271431	0.2541688930905675
